topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Estas fábricas son una forma cruel de tratar a los animales, no sería una locura banearlas sería justicia para los animales",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Este metodo general daños ambientales por el uso excesivo de quimicos asi como el maltrato a los animales.,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Este tipo de Granjas animales conocidas como ""factory farms"" nos ayudan a bajar los costos de los alimentos y productos derivados de los animales que alli se crian",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Esto contribuirìa a fomentar el desarrollo de la agricultura artesanal y a cultivar alimentos mas sanos  para el ser humano,1,0.765080084,10,2,0,8,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Esto evitaría el consumo de animales y  disminuria el riesgo de contraer alguna enfermedad de algun animal,1,0.90560257,20,1,1,18,0.623965197,10,4,6
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Esto provoca el uso indiscriminado del suelo y fertilizantes que daña el medio ambiente, ademas de perdidas a los pequeños agricultores",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Estoy a favor de eliminarla porque al industrializarla se atenta aún mas contra el ambiente además de someter a los animales a condiciones exageradamente distintas a sus condiciones de vida natural.,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Estoy en desacuerdo, ya que esto permite aumentar los niveles de producción a menor costo del alimento que se este desarrollando, y que este pueda llegar en mejor medida a toda la población.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Están en juego muchas cosas importantes como el bienestar de los animales, el impacto ambiental y los riesgos para la salud.",1,0.655900411,10,2,0,8,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Estás fábricas son necesarias para abastecer a la población, banearlas causaría muchos problemas para todos",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Favorece la contaminación y el alto consumo de energía.,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Genera mucha contaminación y un muy mal trato a los animales, por lo cual se debería prohibir",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Gracias a la Agricultura Industrial, o de dicha forma se pueden producir alimentos para cubrir las necesidades de personas",-1,1,10,10,0,0,0.581592616,5,2,3
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Gracias a la agricultura industrial las naciones hoy en dia han podido no solo abastecer de alimentos sus territorios sino a demas exportar y ayudar a aquellos paises con dificultad alimentaria,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Gracias a la industria agrícola  los países han hecho posible brindar alimentación de calidad a sus habitantes, de no ser así, muchos habrían muerto de hambre.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Gran parte de la produccion alimentaria proviene de esta agricultura. Es muy vital para la poblacion,-1,0.886322974,20,18,0,2,0.775540258,9,2,7
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,Grandes cantidades de personas requieren procesos agrícolas a grande escala. No solo es inteligente es necesario y deberían haber mas leyes que lo apoyen y promuevan.,-1,1,10,9,0,1,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"Hay familias que solo han conocido este tipo de trabajo durante generaciones y generaciones,ademas brindan alimentos de calidad para el consumo diario.",-1,1,10,10,0,0,1,5,2,3
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La actividad agrícola industrial permite un desarrollo económico importante para los países,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura  industria nol debe ser prohibida, gracias a ella podemos sostener el consumo alimenticio de muchas personas en el mundo.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura  industrial debe ser prohibida, estas son solo un matadero en el cual crían animales para luego asesinarlos.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura a grandes escalas trae agotamiento de las tierras y se utilizan fertilizantes en exceso, esto trae consecuencias como contaminación o hasta cáncer. Debería prohibirse.",1,1,10,2,0,8,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura debe de ser por mano de obra y no por maquinarias, al hacerlo de dicha manera estamos incentivando productos transpirenaicos e insecticidas que fomentan enfermedades.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial a dejado sin empleo a agricultores pequeños, pues logra la mayoria de los contratos.",1,1,20,0,0,20,1,10,1,9
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial a traido consigo la proliferacion de enfermedades debido al uso indiscriminado de sustancias quimicas y fertilizantes dañinos para las personas,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial afecta mucho al medioambiente.,1,0.749439598,10,2,0,8,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial asegura que alimentos ricos en proteínas y nutritivos estén disponibles para todos a bajo costo.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial ayuda al crecimiento y optimizan de los sembradíos, al mismo tiempo que aumenta la cantidad de alimentos producidos favoreciendo a la población.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial ayudaría a las poblaciones a  mantener su economía estable y una producción abundante.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial causa daño a los ecosistemas y crea monopolios al favorecer a solo un sector de los agricultores.,1,1,20,0,0,20,0.892475137,12,2,10
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial causa gran destrucción en los ecosistemas debido a sus técnicas de cultivo, deberían ser prohibidos.",1,1,20,0,0,20,1,11,0,11
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial consume demasiados recursos para poco resultado, el agua es gastada en grandes cantidades y debemos tener en cuenta que este recurso es finito.",1,1,20,1,0,19,0.869373897,9,1,8
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial deberia ser permitida porque asi habra mas produccion de alimentos que tanta faltan nos hacen.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial debería prohibirse ya que trae consigo mas desventajas que ventajas. Esta industria lo único que hace es contaminar nuestras tierras, aguas y aire.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial debería prohibirse, de manera que crea consecuencias, destruyendo ecosistemas a escala industrial y utilizando recursos que mayormente no son usados para producción de alimentos",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial debido a los altos niveles de fertilizantes que son usados genera contaminación de suelos y aguas.,1,0.881818947,10,1,0,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial elimina muchos puestos de empleos de campesinos tradicionales, así como también deja un impacto ecológico importante.",1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial elimina puestos de trabajo importantes en los campos, al mismo tiempo que genera una gran contaminación por los equipos y maquinarias utilizados.",1,1,10,1,0,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial es de vital  importancia para el desarrollo sustentable de un país,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,"La agricultura industrial es la manera en la que es posible la alimentación de toda la población, como estamos en un planeta ya sobrepoblado sería una catástrofe si se aplicara una prohibición de la misma.",-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial es la mejor forma de producir alimentos en grandes cantidades para toda la poblacion.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial es muy útil en países tropicales o países pobres ya que puede surtir de una gran cantidad de alimentos.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial es perjudicial para el medio ambiente,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial es una importante fuente de empleos y se debe permitir,-1,1,20,20,0,0,1,11,0,11
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial es uno de los factores determinantes qué impide una mayor desnutricion a nivel mundial.,-1,0.884547343,20,18,0,2,0.893727761,13,2,11
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial esta acabando con la agricultural artesanal que como conocemos a sido milernaria y a funcionado para proveer de alimentos a una poblacion,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial genera mucha contaminación ambiental por lo que debería ser prohibida,1,1,10,0,1,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial genera muchas riquezas y una economia estable para cualquier pais que invierta en ello,-1,0.830585012,10,9,0,1,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial genera toxicidad en los alimentos,1,1,10,0,0,10,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial genera un problema ambiental,1,0.810930759,10,1,0,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial ha generado grandes cantidades de alimento para cubrir la demanda de alimentos.,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial ha permitido que se desperdicien alimentos en grandes cantidades.,1,0.848309232,10,1,0,9,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial mejora la produccion de alimentos en un menor tiempo,-1,1,10,10,0,0,,,,
We should ban factory farming,Deberíamos prohibir la agricultura de fábrica.,La agricultura industrial nos podrá proporcionar mayor cantidad de alimentos en un menor espacio de cultivo y se podrá alimentar a un mayor número de personas,-1,1,10,10,0,0,,,,
