topic_EN,topic_DE,argument_DE,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,In der Gesellschaft können wir alle alles tun und wir sind es und wir können uns darauf vorbereiten. Deshalb können wir Frauen nicht aus den Kämpfen ausschließen,-1,1,8,8,0,0,0.840915678,8,1,7
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Jede Frau sollte frei entscheiden können, ob man dienen will oder nicht. Das ist ein Grundrecht",-1,1,10,10,0,0,1,9,0,9
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,Kampf ist für Männer Frauen in ihren Häusern ist das Richtige,1,1,10,0,0,10,0.085464665,9,8,1
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Man sollte keinen unterschied zwischen Männern und Frauen machen, alle sind gleich zu behandeln",-1,1,5,5,0,0,0.815752498,5,1,4
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Sie haben auch das Recht, das Land zu verteidigen, das sie wollen",-1,0.939692461,10,9,0,1,0.137983058,9,7,2
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Sie sind in der Lage, alles zu tun, was ein Mann tut",-1,1,10,10,0,0,0.815104506,8,1,7
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,So gefährliche Sachen sollte man den Profis überlassen,1,0.773771059,10,1,1,8,0.304554091,8,5,3
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"The presence of women destroys the camaraderie of the body, which is necessary for effectiveness in combat",1,1,9,0,0,9,0.27301704,9,6,3
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Waffen sind Macht, Frauen haben den gleichen Anspruch auf Macht wie Männer.",-1,0.941536728,10,9,0,1,0.629353262,9,3,6
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Warum sollte das nur Männern vorbehalten sein, Frauen köönen, wenn dementsprechend trainiert, genauso in den Kampf ziehen.",-1,1,7,7,0,0,1,7,0,7
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Wir dürfen Frauen in Kampfauto nicht verbieten, die die Stärke einer ganzen Nation repräsentieren",-1,0.904209919,40,36,4,0,0.252226531,33,24,9
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"Wir müssen Frauen im Kampf verbieten, weil sie in erster Linie eine Frau und Mutter ist, die Gewalt nicht entgegenwirken und weiblich bleiben darf",1,1,8,0,0,8,0.494402336,8,4,4
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,Wir müssen Frauen wegen des Nachteils der Gewalt gegenüber Männern vom Kampf verbannen,1,0.973959485,40,0,1,39,0.357372768,35,21,14
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,Wir sollten Frauen nicht im Kampf verbieten,-1,1,7,7,0,0,0.111952152,7,6,1
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,nee We moeten verbieden dat vrouwen in de strijd gekwalificeerd zijn,1,0.610768755,10,2,2,6,0,8,8,0
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"nee We moeten verbieden dat vrouwen in de strijd hiervoor gekwalificeerd zijn, ze zijn erg slim",-1,0.801121819,10,8,1,1,0.373677979,9,5,4
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,wenn wir Frauen im Kampf verbieten sollten,1,0.577622413,10,1,3,6,0,7,7,0
